id|title|answer|url
 CUS01008|¿Los familiares de un menor de edad diferentes a los padres pueden tener su custodia? |La ley considera que en primer lugar la custodia y cuidado de los niños, niñas y adolescentes debe estar en cabeza de los padres, a falta de los padres o cuando se demuestre que estos no son garantes de sus derechos, la custodia puede ser otorgada a los abuelos o a un familiar que tenga las condiciones para garantizar su cuidado. Sin embargo, si existe acuerdo entre los padres y los familiares en cuanto a la custodia, pueden acudir al Centro Zonal del lugar donde se encuentre el niño, niña o adolescente, a fin de que se verifique la viabilidad por parte del Defensor de Familia o autoridad competente. |https://www.icbf.gov.co/los-familiares-de-un-menor-de-edad-diferentes-los-padres-pueden-tener-su-custodia
 CUS01010|¿Cuál es la diferencia entre Custodia y Patria Potestad?|La Patria Potestad es el conjunto de derechos que la ley les reconoce a ambos padres sobre sus hijos menores de edad, estos derechos se reducen a administrar sus bienes y representarlo legalmente. Por el contrario, la custodia es el cuidado permanente del niño y su tenencia, para ejercerla se requiere tener físicamente al menor de edad. El progenitor que no tenga la custodia tiene derecho a ejercer la patria potestad, mientras no exista orden judicial que la suspenda o prive. |https://www.icbf.gov.co/cual-es-la-diferencia-entre-custodia-y-patria-potestad-0
 CUS01013|"""Tengo la custodia de mi hija debidamente conferida y deseo trasladarme de lugar de residencia dentro del territorio colombiano, ¿puedo hacerlo?"|Si, para no vulnerar los derechos de la niña ni de los del padres, lo primero que debe hacer es acudir ante un Defensor de Familia, Comisario de Familia o cualquier otra autoridad con facultad para atender conciliaciones en esta materia, con el fin de citar al otro progenitor, hacerle saber que cambiará de ciudad de residencia y en consecuencia establecer el nuevo régimen de visitas, regular lo referente a alimentos y garantizarle a la niña(o) la educación, la atención en salud, temas que deben quedar definidos, con pleno conocimiento de las obligaciones y deberes entre los padres del niño, niña o adolescente. |https://www.icbf.gov.co/tengo-la-custodia-de-mi-hija-debidamente-conferida-y-deseo-trasladarme-de-lugar-de-residencia-dentro
 CUS01021|¿Soy la madre o padre de un menor de edad por el hecho de que me asignaron su custodia? |No, se le confirió solamente la tenencia física del niño; es decir, su cuidado, pero el estado civil del niño, la maternidad o paternidad sigue en cabeza de los padres, su parentesco con el menor de edad sigue siendo el mismo que tenía antes de la fijación de custodia. |https://www.icbf.gov.co/soy-la-madre-o-padre-de-un-menor-de-edad-por-el-hecho-de-que-me-asignaron-su-custodia
 CUS01022|¿Soy menor de edad, puedo tener la custodia de mi hijo? |Si, la ley establece que la custodia de los hijos está en primer lugar en cabeza de los padres, aun cuando sean menores de edad, a menos que estos no sean aptos para tener la custodia y ofrecer las garantías necesarias para su cuidado, caso en el cual la custodia de los niños puede ser otorgada a un familiar. |https://www.icbf.gov.co/soy-menor-de-edad-puedo-tener-la-custodia-de-mi-hijo
 CUS01011|¿Cómo puedo tener la custodia definitiva de mi hijo(a)?|La custodia tiene un carácter temporal, pues las circunstancias que dieron origen a la decisión de otorgarla pueden variar en el tiempo con lo cual se entiende que la custodia fijada legalmente por autoridad competente es válida hasta tanto no se modifiquen las mismas (económicas, psíquicas o morales de los padres o de quien ostenta el derecho), se puede cambiar la decisión a través de una conciliación o un proceso judicial de custodia. |https://www.icbf.gov.co/como-puedo-tener-la-custodia-definitiva-de-mi-hijoa
 CUS01014|¿Cuáles son los procesos existentes para determinar la custodia de un menor de edad?|"""La custodia se puede fijar a través de: Conciliación: cuando existe mutuo acuerdo entre las partes Proceso Administrativo de Restablecimiento de Derechos: por determinación del Defensor de Familia, cuando los padres del niño, niña o adolescente no son garantes de sus derechos. En el curso de un proceso judicial: por decisión del Juez de Familia, luego de agotar la etapa de conciliación."" "|https://www.icbf.gov.co/cuales-son-los-procesos-existentes-para-determinar-la-custodia-de-un-menor-de-edad
 CUS01015|¿Cuáles son los criterios para fijar o determinar la custodia de un menor de edad?|La Autoridad Competente para la fijación de la custodia y cuidado personal, deberá analizar los hechos de cada caso en concreto a la luz de la normatividad vigente sobre la materia y adoptar una decisión pensando siempre en el bienestar del niño, niña o adolescente, en su protección integral, teniendo en cuenta el principio del interés superior y la prevalencia de sus derechos. |https://www.icbf.gov.co/cuales-son-los-criterios-para-fijar-o-determinar-la-custodia-de-un-menor-de-edad
 CUS01016|¿El hecho de que el padre que tiene la custodia del niño, niña o adolescente, no permita las visitas al otro padre, es causal para que pierda la custodia? |Si se verifica que este hecho afecta de manera desfavorable al niño o niña, la autoridad competente debe tomar las acciones necesarias para que la situación no se siga presentando, inclusive entre ellas modificar la custodia de ser necesario, evaluando la aptitud y las garantías del medio familiar en que se encuentra el niño. |https://www.icbf.gov.co/el-hecho-de-que-el-padre-que-tiene-la-custodia-del-nino-nina-o-adolescente-no-permita-las-visitas-al
 CUS01017|¿El padre al que no se le confiere la custodia pierde los derechos que tiene sobre el niño o niña? |El padre que no tenga la custodia y que no conviva de forma permanente con el menor de edad, no pierde ningún derecho sobre él, ser padre o madre acarrea responsabilidades de crianza, educación y demás. El padre que no ejerce la custodia de sus hijos, tiene derecho a vigilar su educación, y siempre está en la posibilidad de solicitar la modificación de la custodia. |https://www.icbf.gov.co/el-padre-al-que-no-se-le-confiere-la-custodia-pierde-los-derechos-que-tiene-sobre-el-nino-o-nina
 CUS01019|¿Cuándo me pueden demandar por secuestro de mi hijo? |No se configura el delito de secuestro, se habla de Ejercicio Arbitrario de la Custodia, cuando uno de los padres sustraiga, oculte o arrebate a su hijo sin el consentimiento del padre que ejerza legalmente la custodia. El ejercicio Arbitrario es un delito configurado en el Código Penal y sujeto a las sanciones penales. (Artículo 230A del Código Penal, reformado por la Ley 890 de 2004.) |https://www.icbf.gov.co/cuando-me-pueden-demandar-por-secuestro-de-mi-hijo
 CUS01020|¿Me fue otorgada la custodia de mi hijo y no puedo tenerlo, es posible que entregue mi hijo a un familiar sin acudir a alguna entidad? |No, el acta o sentencia judicial se debe cumplir a cabalidad; en estos casos lo que se debe hacer es acudir al Centro Zonal del ICBF o entidad competente y exponer la situación para que se haga una revisión de la custodia |https://www.icbf.gov.co/me-fue-otorgada-la-custodia-de-mi-hijo-y-no-puedo-tenerlo-es-posible-que-entregue-mi-hijo-un
 CUS01023|¿Puedo delegar a un tercero la custodia de mi hijo(a)? |La custodia y cuidado personal hace parte integral de los derechos fundamentales del niño, consagrados en el artículo 44 de la Constitución Política. Por tal razón, en principio, esos derechos, en especial el del cuidado personal, no pueden delegarse en terceros, salvo cuando los padres son los vulneradores de sus derechos. |https://www.icbf.gov.co/puedo-delegar-un-tercero-la-custodia-de-mi-hijoa
 CUS01024|¿Existe alguna diferencia entre la custodia conferida por el Juez y la conferida por el Defensor de Familia del ICBF en una diligencia de conciliación? |Los efectos de la conciliación adelantada por el Defensor de Familia o cualquier autoridad administrativa competente, son los mismos que una sentencia proferida por un Juez de la República. |https://www.icbf.gov.co/existe-alguna-diferencia-entre-la-custodia-conferida-por-el-juez-y-la-conferida-por-el-defensor-de
 CUS01025|Vivo con mi hijo fuera de Colombia y requiero solicitar su custodia, ¿Qué debo hacer?|"""El Código de infancia indica que cuando el niño(a) se encuentre fuera del País será competente para realizar el trámite de la Fijación de Custodia el Centro Zonal del ICBF del último lugar de residencia del niño(a) en Colombia, si allí no existe ICBF se debe acudir a la Comisaría de Familia. Es posible que se haga personalmente o por intermedio de abogado debidamente facultado. Así mismo podrá acudir ante notaria, Centro de Conciliación de Universidad o Centro de Conciliación Privado legalmente autorizado por la ley, Delegados regionales y seccionales de la Defensoría del Pueblo, Agentes del Ministerio Público ante las autoridades judiciales y administrativas en asuntos de familia. A falta de todos los anteriores, en el respectivo municipio, esta conciliación podrá ser adelantada por los Personeros y los jueces civiles y promiscuos municipales. "" "|https://www.icbf.gov.co/vivo-con-mi-hijo-fuera-de-colombia-y-requiero-solicitar-su-custodia-que-debo-hacer
 CUS01026|Mi esposo(a) me maltrata, quiero irme de la casa, pero no tengo recursos para salir de allí con mi hijo(a), además me amenaza con “quitarme” al niño(a) ¿Qué puedo hacer? |Estos casos pueden ser considerados como violencia intrafamiliar y la víctima deberá solicitar a la Comisaria de Familia correspondiente al lugar más cercano a su residencia, que tome la medida de protección de desalojo respecto del agresor, en atención al daño que le ocasiona a quien es maltratado(a) y a su hijo(a). También se debe hacer la misma solicitud a la Fiscalía o acudir al CAVIF (Centro de Atención Integral a Víctimas de Violencia Intrafamiliar). |https://www.icbf.gov.co/mi-esposoa-me-maltrata-quiero-irme-de-la-casa-pero-no-tengo-recursos-para-salir-de-alli-con-mi-hijoa
 CUS01027|¿Cómo hago para quitarle la patria potestad al padre o madre de mi hijo(a) ya que no ha respondido nunca por su cuidado? |"""Es el Juez de Familia, dentro de un proceso de privación de patria potestad, quien determina en cada caso concreto, si resulta viable y benéfico o no para el niño dicha privación. La Ley determina que se puede privar, entre otras causas, por las siguientes: Maltrato habitual Haber abandonado al hijo Depravación Estar privado de la libertad por un periodo superior a un año Haber utilizar al hijo para la comisión de un delito Para adelantar dicho proceso, si el interesado no tiene recursos suficientes para contratar los servicios de un profesional del derecho, puede acudir al Centro Zonal de Bienestar Familiar correspondiente al domicilio del niño(a) para que el Defensor de Familia inicie el proceso. Debe presentar Registro Civil de Nacimiento del niño(a), copia de su cédula de ciudadanía y las pruebas que demuestren los hechos que usted expone, tales como: documentos (certificaciones escolares, facturas de compra, contratos de arriendo, certificaciones médicas, etc.), nombres y direcciones de a quienes les conste que la única persona que ha cuidado del niño y cubierto todas sus necesidades ha sido usted, además que el padre o la madre demandado ha abandonado totalmente a su hijo; igualmente, debe llevar la dirección de la residencia y/o lugar de trabajo del padre o madre a demandar, si lo conociere; de lo contrario, manifestar que lo desconoce y solicitar su citación mediante aviso. "" "|https://www.icbf.gov.co/como-hago-para-quitarle-la-patria-potestad-al-padre-o-madre-de-mi-hijoa-ya-que-no-ha-respondido-0
 VIS01001|¿Qué son las visitas?|Es el derecho que tienen los niños, niñas y adolescentes a mantener un contacto con el progenitor que no ostenta su custodia; es decir que no vive con él bajo el mismo techo, debe estar encaminado a cultivar el afecto, la unidad y solidez de las relaciones familiares. |https://www.icbf.gov.co/que-son-las-visitas
 VIS01002|¿Dónde puedo realizar una diligencia de fijación de visitas?|  En el Centro Zonal del ICBF más cercano al lugar de residencia del niño, niña o adolescente. Notarias. Centros de Conciliación de Universidades o Privados, legalmente autorizados por la ley. Delegados regionales y seccionales de la Defensoría del Pueblo, Agentes del Ministerio Público Jueces de Familia. A falta de todos los anteriores, en el respectivo municipio, esta conciliación podrá ser adelantada por los Personeros y los Jueces Civiles y Promiscuos Municipales. |https://www.icbf.gov.co/donde-puedo-realizar-una-diligencia-de-fijacion-de-visitas
 VIS01005|¿Cuándo se deben establecer las visitas? |Debe tenerse en cuenta que entre los deberes de los padres separados o divorciados está el de velar por el cuidado permanente de sus hijos. Ante la separación física de la pareja, los hijos quedan al cuidado directo de uno solo de ellos; sin embargo, el padre que no viva con sus hijos puede solicitar visitarlos y ser visitado por ellos en forma permanente, manteniendo el menor de edad contacto con la familia de su otro progenitor. |https://www.icbf.gov.co/cuando-se-deben-establecer-las-visitas
 VIS01006|¿Cada cuánto puedo ver a mi hijo(a)?|En realidad no existe una reglamentación que indique la periodicidad en que se deban dar las visitas; sin embargo, se deben hacer lo más regular posible, dado que se debe promover el acercamiento entre los padres y los hijos, evitando que se desdibuje o disminuya la imagen que el menor de edad tiene del progenitor con quien no convive. |https://www.icbf.gov.co/cada-cuanto-puedo-ver-mi-hijoa
 VIS01007|¿Es válido que los padres de común acuerdo establezcan las visitas sin necesidad de acudir a alguna entidad?|Sí, es completamente valido que los padres definan las visitas de forma privada sin acudir a ninguna entidad; sin embargo lo recomendable es que lo hagan por escrito ante una autoridad competente. Es preciso recordar que cualquier decisión que se tome respecto a los hijos debe propender por su bienestar. |https://www.icbf.gov.co/es-valido-que-los-padres-de-comun-acuerdo-establezcan-las-visitas-sin-necesidad-de-acudir-alguna
 VIS01008|¿Es verdad que sólo puedo ver a mi hijo cada 15 días?|No existe un lapso de tiempo determinado en la Ley previamente que deba pasar para realizar las visitas; prima el acuerdo de los padres o en su defecto debe ser definido este asunto por las autoridades competentes. Es preciso tener en cuenta que las visitas se deben dar lo más regular posibles en favor de los niños, niñas y adolescentes. |https://www.icbf.gov.co/es-verdad-que-solo-puedo-ver-mi-hijo-cada-15-dias
 VIS01015|¿Mi hijo puede visitar y tener contacto con mi familia si yo tengo establecidas las visitas?|Si, el niño tiene derecho a compartir con la familia del padre a quien le fueron reglamentadas las visitas, a menos que la autoridad competente haya determinado que ese contacto es nocivo para el menor de edad. |https://www.icbf.gov.co/mi-hijo-puede-visitar-y-tener-contacto-con-mi-familia-si-yo-tengo-establecidas-las-visitas
 VIS01017|¿En qué lugar se deben hacer las visitas?|Para que las visitas puedan cumplir cabalmente su finalidad, podrán realizarse en el hogar del progenitor a quien le fueron establecidas, si es un lugar adecuado, o en el lugar que él indique, siempre y cuando se garantice el cuidado y bienestar del niño, niña o adolescente. |https://www.icbf.gov.co/en-que-lugar-se-deben-hacer-las-visitas
 VIS01009|¿Si el padre no cancela la cuota alimentaria, tiene derecho a ver al hijo(a)?|Si bien la Ley contempla que mientras el progenitor obligado a dar alimentos no cumpla con el pago de ellos no será escuchado para reclamar ningún otro derecho sobre su hijo(a), la autoridad competente que conozca el caso deberá analizar cada situación en particular, de manera que garantice todos los derechos fundamentales que tiene el niño, niña o adolescente, toda vez que las visitas es un derecho del menor de edad a tener una familia y no ser separado de ella, por lo que, en materia de infancia y adolescencia, debe prevalecer sus derechos fundamentales. |https://www.icbf.gov.co/si-el-padre-no-cancela-la-cuota-alimentaria-tiene-derecho-ver-al-hijoa
 VIS01010|¿Puedo solicitar la revisión de las visitas?|Sí, es posible si los padres están de acuerdo con su modificación, caso en el cual deberán solicitarlo ante la autoridad competente del lugar de residencia del niño, niña o adolescente. Adicionalmente, si solo uno de los padres se encuentra interesado en modificar las visitas, puede solicitar la revisión de estas, siempre y cuando las condiciones en las que se fijaron con anterioridad hayan cambiado. |https://www.icbf.gov.co/puedo-solicitar-la-revision-de-las-visitas
 VIS01011|¿Qué sucede si el progenitor(a) incumple con los horarios reglamentados en el acuerdo de visitas para un menor de edad?|Ante el incumplimiento reiterado e injustificado de los acuerdos relacionados con las visitas por parte de uno de los progenitores, se deberá acudir ante la autoridad competente más cercana al domicilio del niño, niña o adolescente para que se le restablezcan sus derechos y se tomen las decisiones a que haya lugar. |https://www.icbf.gov.co/que-sucede-si-el-progenitora-incumple-con-los-horarios-reglamentados-en-el-acuerdo-de-visitas-para
 VIS01012|¿Si la madre no cumple con permitirme el contacto con mi hijo, tal como se fijó en el acta de conciliación, puedo interponer una denuncia penal por Ejercicio Arbitrario de Custodia?|No, dado que el Ejercicio Arbitrario de Custodia opera en el sentido de proteger al padre que tiene a su cargo la custodia y cuidado del hijo menor de edad y no a la situación del padre a quien corresponde el régimen de visitas. En estos casos se debe acudir al Centro Zonal del ICBF del lugar donde reside el niño, niña o adolescente y reportar la situación. |https://www.icbf.gov.co/si-la-madre-no-cumple-con-permitirme-el-contacto-con-mi-hijo-tal-como-se-fijo-en-el-acta-de
 VIS01013|¿A qué edad mi hija puede pasar la noche en el hogar del padre durante las visitas?|No existe una edad establecida para ello. En la actualidad prima el acuerdo entre los progenitores, lo importante es que el padre garantice el cuidado y bienestar que requiere la niña durante las visitas. En caso de no existir acuerdo entre ellos, se debe acudir al Centro Zonal del ICBF del lugar más cercano donde la niña resida a fin de que el Defensor de Familia sea quien determine lo mejor para ella. Las visitas se fijan teniendo en cuenta las necesidades del niño(a) y la capacidad del padre o madre de cuidarle, protegerle y acompañarle durante el término de la visita. |https://www.icbf.gov.co/que-edad-mi-hija-puede-pasar-la-noche-en-el-hogar-del-padre-durante-las-visitas
 VIS01024|¿Cómo puedo saber si el país donde se encuentra mi hijo hace parte del Convenio de La Haya, para fijar visitas?|Para saber si el país hace parte del Convenio de la Haya de 1980 del 25 de octubre de 1980 sobre aspectos civiles de la sustracción internacional de menores, puede ingresar a la página web www.hcch.net , allí encontrará el texto del convenio y los países que lo han suscrito. |https://www.icbf.gov.co/como-puedo-saber-si-el-pais-donde-se-encuentra-mi-hijo-hace-parte-del-convenio-de-la-haya-para-fijar
 VIS01014|¿Puedo tener a mi hijo en las vacaciones y fechas especiales, como Navidad o fin de año?|Frente a estos asuntos prima el acuerdo de los progenitores, quienes deben entender que las visitas son un derecho de los niños. El otorgamiento de la tenencia o custodia de los hijos menores de edad a uno de los padres no priva al otro del derecho de mantener comunicación permanente con ellos. Lo recomendable es que de forma equitativa el niño pueda compartir con los dos padres estos períodos, dado que el beneficiado siempre será el niño quien crecerá rodeado de toda su familia. En caso de no existir acuerdo entre los padres, se debe acudir a las autoridades competentes (defensor o comisario de familia, juez de familia) quienes determinarán lo más favorable para el menor de edad. |https://www.icbf.gov.co/puedo-tener-mi-hijo-en-las-vacaciones-y-fechas-especiales-como-navidad-o-fin-de-ano
